HOG_GENE_A	HOG_GENE_B	COMP_GENE_A	COMP_GENE_B
HOG0014699	HOG0019029	AT5G20930	AT3G49650
HOG0014699	HOG0019055	AT5G20930	AT5G19970
HOG0014699	HOG0019333	AT5G20930	AT3G55820
HOG0014700	HOG0014823	AT5G54240	AT4G30900
HOG0014700	HOG0015068	AT5G54240	AT5G12930
HOG0014700	HOG0015763	AT5G54240	AT2G40190
HOG0014700	HOG0015806	AT5G54240	AT5G58720
HOG0014700	HOG0015813	AT5G54240	AT4G01860
HOG0014700	HOG0015860	AT5G54240	AT2G15860
HOG0014700	HOG0016133	AT5G54240	AT1G16870
HOG0014700	HOG0016331	AT5G54240	AT1G30520
HOG0014700	HOG0016408	AT5G54240	AT2G31955
HOG0014700	HOG0016814	AT5G54240	AT3G20780
HOG0014700	HOG0016902	AT5G54240	AT1G11750
HOG0014700	HOG0016959	AT5G54240	AT5G41480
HOG0014700	HOG0016991	AT5G54240	AT2G03390
HOG0014700	HOG0017539	AT5G54240	AT4G23540
HOG0014700	HOG0017595	AT5G54240	AT3G17205
HOG0014700	HOG0017691	AT5G54240	AT1G02020
HOG0014700	HOG0018750	AT5G54240	AT4G16700
HOG0014700	HOG0018913	AT5G54240	AT3G07640
HOG0014700	HOG0019855	AT5G54240	AT2G28105
HOG0014704	HOG0016097	AT5G06120	AT2G04660
HOG0014704	HOG0018068	AT5G06120	AT4G39120
HOG0014704	HOG0018215	AT5G06120	AT1G73710
HOG0014704	HOG0018239	AT5G06120	AT5G10460
HOG0014706	HOG0014790	AT4G02250	AT3G51270
HOG0014706	HOG0014997	AT4G02250	AT1G05350
HOG0014706	HOG0015067	AT4G02250	AT5G10080
HOG0014706	HOG0015263	AT4G02250	AT4G17650
HOG0014706	HOG0015440	AT4G02250	AT3G63490
HOG0014706	HOG0015768	AT4G02250	AT1G48300
HOG0014706	HOG0015775	AT4G02250	AT1G01910
HOG0014706	HOG0016441	AT4G02250	AT5G49555
HOG0014706	HOG0016882	AT4G02250	AT3G02660
HOG0014706	HOG0017023	AT4G02250	AT4G08810
HOG0014706	HOG0017075	AT4G02250	AT4G33030
HOG0014706	HOG0017440	AT4G02250	AT2G24090
HOG0014706	HOG0017602	AT4G02250	AT4G38020
HOG0014706	HOG0017865	AT4G02250	AT5G62140
HOG0014706	HOG0018063	AT4G02250	AT2G43080
HOG0014706	HOG0018095	AT4G02250	AT3G58460
HOG0014706	HOG0018488	AT4G02250	AT5G11640
HOG0014706	HOG0018564	AT4G02250	AT3G11890
HOG0014706	HOG0018700	AT4G02250	AT2G37310
HOG0014706	HOG0019057	AT4G02250	AT5G35100
HOG0014706	HOG0019088	AT4G02250	AT4G37170
HOG0014706	HOG0019141	AT4G02250	AT2G33260
HOG0014706	HOG0019258	AT4G02250	AT5G51680
HOG0014708	HOG0016519	AT5G08530	AT5G47520
HOG0014708	HOG0019098	AT5G08530	AT5G63050
HOG0014708	HOG0020368	AT5G08530	AT3G04340
HOG0014709	HOG0014816	AT2G41620	AT3G13440
HOG0014709	HOG0014960	AT2G41620	AT1G48540
HOG0014709	HOG0016039	AT2G41620	AT3G06200
HOG0014709	HOG0016218	AT2G41620	AT1G60640
HOG0014709	HOG0016335	AT2G41620	AT3G59630
HOG0014709	HOG0016958	AT2G41620	AT5G39960
HOG0014709	HOG0017364	AT2G41620	AT4G24175
HOG0014709	HOG0017368	AT2G41620	AT1G29940
HOG0014709	HOG0017573	AT2G41620	AT1G66345
HOG0014713	HOG0014960	AT5G58410	AT1G48540
HOG0014713	HOG0015071	AT5G58410	AT1G16800
HOG0014713	HOG0015177	AT5G58410	AT5G48310
HOG0014713	HOG0015586	AT5G58410	AT4G16310
HOG0014713	HOG0015883	AT5G58410	AT2G07170
HOG0014713	HOG0016151	AT5G58410	AT5G11490
HOG0014713	HOG0016260	AT5G58410	AT3G20790
HOG0014713	HOG0016311	AT5G58410	AT3G26750
HOG0014713	HOG0016364	AT5G58410	AT5G01400
HOG0014713	HOG0016929	AT5G58410	AT5G18830
HOG0014713	HOG0016972	AT5G58410	AT3G05040
HOG0014713	HOG0017122	AT5G58410	AT1G80190
HOG0014713	HOG0017586	AT5G58410	AT2G44420
HOG0014713	HOG0017991	AT5G58410	AT5G57250
HOG0014713	HOG0018016	AT5G58410	AT1G76630
HOG0014713	HOG0018453	AT5G58410	AT2G44020
HOG0014713	HOG0018719	AT5G58410	AT3G09040
HOG0014713	HOG0018786	AT5G58410	AT3G47830
HOG0014718	HOG0015148	AT5G41190	AT2G20930
HOG0014718	HOG0017807	AT5G41190	AT1G74530
HOG0014718	HOG0019429	AT5G41190	AT2G04790
HOG0014719	HOG0015812	AT1G62730	AT5G27830
HOG0014719	HOG0018432	AT1G62730	AT4G29540
HOG0014719	HOG0018755	AT1G62730	AT4G12680
HOG0014720	HOG0015570	AT5G42090	AT1G53140
HOG0014720	HOG0016352	AT5G42090	AT3G06880
HOG0014720	HOG0016769	AT5G42090	AT4G10760
HOG0014720	HOG0016929	AT5G42090	AT5G18830
HOG0014720	HOG0017122	AT5G42090	AT1G80190
HOG0014722	HOG0015060	AT3G56990	AT5G62600
HOG0014722	HOG0015140	AT3G56990	AT1G08125
HOG0014722	HOG0015202	AT3G56990	AT5G16420
HOG0014722	HOG0015204	AT3G56990	AT3G12530
HOG0014722	HOG0015701	AT3G56990	AT3G12350
HOG0014722	HOG0016364	AT3G56990	AT5G01400
HOG0014722	HOG0016662	AT3G56990	AT5G63920
HOG0014722	HOG0016675	AT3G56990	AT5G51660
HOG0014722	HOG0016846	AT3G56990	AT2G07690
HOG0014722	HOG0016958	AT3G56990	AT5G39960
HOG0014722	HOG0016976	AT3G56990	AT2G38500
HOG0014722	HOG0017122	AT3G56990	AT1G80190
HOG0014722	HOG0017210	AT3G56990	AT1G07320
HOG0014722	HOG0017226	AT3G56990	AT3G21580
HOG0014722	HOG0017339	AT3G56990	AT4G33060
HOG0014722	HOG0017364	AT3G56990	AT4G24175
HOG0014722	HOG0017573	AT3G56990	AT1G66345
HOG0014722	HOG0018075	AT3G56990	AT3G57190
HOG0014722	HOG0018081	AT3G56990	AT4G30720
HOG0014722	HOG0018331	AT3G56990	AT3G49890
HOG0014722	HOG0018770	AT3G56990	AT2G42820
HOG0014723	HOG0016884	AT5G67220	AT5G19660
HOG0014733	HOG0014819	AT4G18340	AT3G54300
HOG0014733	HOG0016495	AT4G18340	AT1G12050
HOG0014733	HOG0018212	AT4G18340	AT2G36740
HOG0014736	HOG0015927	AT4G01395	AT3G18060
HOG0014736	HOG0016254	AT4G01395	AT4G04885
HOG0014736	HOG0019018	AT4G01395	AT1G24095
HOG0014737	HOG0021368	AT2G46200	AT3G49740
HOG0014738	HOG0018116	AT4G13360	AT3G27340
HOG0014739	HOG0016339	AT1G01290	AT5G19150
HOG0014739	HOG0016443	AT1G01290	AT5G17370
HOG0014740	HOG0016775	AT5G62550	AT5G65490
HOG0014740	HOG0017852	AT5G62550	AT1G73655
HOG0014741	HOG0014823	AT1G79810	AT4G30900
HOG0014741	HOG0014926	AT1G79810	AT5G64330
HOG0014741	HOG0015088	AT1G79810	AT1G29220
HOG0014741	HOG0015220	AT1G79810	AT2G45520
HOG0014741	HOG0015697	AT1G79810	AT4G02460
HOG0014741	HOG0015763	AT1G79810	AT2G40190
HOG0014741	HOG0015813	AT1G79810	AT4G01860
HOG0014741	HOG0016161	AT1G79810	AT4G21710
HOG0014741	HOG0016331	AT1G79810	AT1G30520
HOG0014741	HOG0016408	AT1G79810	AT2G31955
HOG0014741	HOG0016814	AT1G79810	AT3G20780
HOG0014741	HOG0016902	AT1G79810	AT1G11750
HOG0014741	HOG0016959	AT1G79810	AT5G41480
HOG0014741	HOG0017691	AT1G79810	AT1G02020
HOG0014741	HOG0018100	AT1G79810	AT1G04010
HOG0014741	HOG0018111	AT1G79810	AT1G18090
HOG0014741	HOG0018339	AT1G79810	AT5G39250
HOG0014741	HOG0019098	AT1G79810	AT5G63050
HOG0014741	HOG0019272	AT1G79810	AT3G13682
HOG0014741	HOG0019855	AT1G79810	AT2G28105
HOG0014743	HOG0015202	AT1G52260	AT5G16420
HOG0014743	HOG0015204	AT1G52260	AT3G12530
HOG0014743	HOG0015701	AT1G52260	AT3G12350
HOG0014743	HOG0015883	AT1G52260	AT2G07170
HOG0014743	HOG0016039	AT1G52260	AT3G06200
HOG0014743	HOG0016311	AT1G52260	AT3G26750
HOG0014743	HOG0016475	AT1G52260	AT3G16170
HOG0014743	HOG0016565	AT1G52260	AT1G76400
HOG0014743	HOG0016846	AT1G52260	AT2G07690
HOG0014743	HOG0016918	AT1G52260	AT1G68980
HOG0014743	HOG0017122	AT1G52260	AT1G80190
HOG0014743	HOG0017210	AT1G52260	AT1G07320
HOG0014743	HOG0017246	AT1G52260	AT3G03210
HOG0014743	HOG0017573	AT1G52260	AT1G66345
HOG0014743	HOG0018331	AT1G52260	AT3G49890
HOG0014743	HOG0018583	AT1G52260	AT5G64860
HOG0014743	HOG0018770	AT1G52260	AT2G42820
HOG0014744	HOG0015132	AT3G59080	AT5G64470
HOG0014744	HOG0015773	AT3G59080	AT4G34700
HOG0014744	HOG0016078	AT3G59080	AT1G64990
HOG0014744	HOG0016093	AT3G59080	AT2G32500
HOG0014744	HOG0016156	AT3G59080	AT1G15390
HOG0014744	HOG0016403	AT3G59080	AT4G09750
HOG0014744	HOG0016496	AT3G59080	AT4G26555
HOG0014744	HOG0016806	AT3G59080	AT3G46200
HOG0014744	HOG0017183	AT3G59080	AT1G18265
HOG0014744	HOG0017341	AT3G59080	AT2G25830
HOG0014744	HOG0017502	AT3G59080	AT3G27110
HOG0014744	HOG0017519	AT3G59080	AT1G67620
HOG0014744	HOG0017823	AT3G59080	AT3G09430
HOG0014744	HOG0017963	AT3G59080	AT5G57345
HOG0014744	HOG0018061	AT3G59080	AT3G10020
HOG0014744	HOG0018586	AT3G59080	AT1G30950
HOG0014744	HOG0018809	AT3G59080	AT4G01130
HOG0014744	HOG0020277	AT3G59080	AT2G46570
HOG0014746	HOG0015256	AT1G73805	AT5G27290
HOG0014746	HOG0015265	AT1G73805	AT4G14930
HOG0014746	HOG0015748	AT1G73805	AT5G01340
HOG0014746	HOG0015884	AT1G73805	AT1G63270
HOG0014746	HOG0016310	AT1G73805	AT2G33560
HOG0014746	HOG0016493	AT1G73805	AT3G13220
HOG0014746	HOG0016629	AT1G73805	AT4G20325
HOG0014746	HOG0016836	AT1G73805	AT5G47810
HOG0014746	HOG0016989	AT1G73805	AT5G54980
HOG0014746	HOG0017293	AT1G73805	AT5G40530
HOG0014746	HOG0017457	AT1G73805	AT3G12930
HOG0014746	HOG0017486	AT1G73805	AT5G20380
HOG0014746	HOG0017552	AT1G73805	AT5G51570
HOG0014746	HOG0017587	AT1G73805	AT1G61770
HOG0014746	HOG0017692	AT1G73805	AT5G11810
HOG0014746	HOG0018395	AT1G73805	AT5G51110
HOG0014746	HOG0018536	AT1G73805	AT1G78530
HOG0014746	HOG0019111	AT1G73805	AT1G68930
HOG0014746	HOG0019259	AT1G73805	AT5G52810
HOG0014746	HOG0020321	AT1G73805	AT4G14170
HOG0014747	HOG0015756	AT4G29240	AT3G17611
HOG0014747	HOG0016656	AT4G29240	AT1G34630
HOG0014747	HOG0017093	AT4G29240	AT3G12685
HOG0014747	HOG0017290	AT4G29240	AT5G40840
HOG0014747	HOG0017732	AT4G29240	AT4G19150
HOG0014747	HOG0018405	AT4G29240	AT4G00030
HOG0014747	HOG0019032	AT4G29240	AT1G80080
HOG0014747	HOG0019125	AT4G29240	AT5G17670
HOG0014747	HOG0019161	AT4G29240	AT1G08610
HOG0014752	HOG0014980	AT4G02390	AT4G35760
HOG0014752	HOG0015199	AT4G02390	AT1G28760
HOG0014752	HOG0015704	AT4G02390	AT3G05250
HOG0014752	HOG0015782	AT4G02390	AT1G48380
HOG0014752	HOG0016248	AT4G02390	AT3G05330
HOG0014752	HOG0016499	AT4G02390	AT3G63140
HOG0014752	HOG0016763	AT4G02390	AT5G45380
HOG0014752	HOG0016818	AT4G02390	AT1G53645
HOG0014752	HOG0017065	AT4G02390	AT5G37055
HOG0014752	HOG0017089	AT4G02390	AT5G06420
HOG0014752	HOG0017972	AT4G02390	AT2G04740
HOG0014752	HOG0018121	AT4G02390	AT4G02350
HOG0014752	HOG0018130	AT4G02390	AT1G63855
HOG0014752	HOG0018338	AT4G02390	AT2G26340
HOG0014752	HOG0018371	AT4G02390	AT5G66360
HOG0014752	HOG0018387	AT4G02390	AT3G53920
HOG0014752	HOG0018418	AT4G02390	AT2G47910
HOG0014752	HOG0018502	AT4G02390	AT3G59390
HOG0014752	HOG0018539	AT4G02390	AT3G05625
HOG0014752	HOG0018626	AT4G02390	AT1G80090
HOG0014752	HOG0018838	AT4G02390	AT1G64500
HOG0014752	HOG0018918	AT4G02390	AT5G61400
HOG0014756	HOG0015432	AT1G78800	AT5G16100
HOG0014756	HOG0015460	AT1G78800	AT3G63290
HOG0014756	HOG0015525	AT1G78800	AT5G63480
HOG0014756	HOG0015543	AT1G78800	AT1G50900
HOG0014756	HOG0016016	AT1G78800	AT3G28040
HOG0014756	HOG0016045	AT1G78800	AT1G32550
HOG0014756	HOG0016160	AT1G78800	AT5G47570
HOG0014756	HOG0016180	AT1G78800	AT5G46680
HOG0014756	HOG0016264	AT1G78800	AT4G26020
HOG0014756	HOG0016304	AT1G78800	AT3G19850
HOG0014756	HOG0016376	AT1G78800	AT3G02820
HOG0014756	HOG0016486	AT1G78800	AT4G20770
HOG0014756	HOG0016655	AT1G78800	AT5G56460
HOG0014756	HOG0016716	AT1G78800	AT2G47600
HOG0014756	HOG0016857	AT1G78800	AT3G48990
HOG0014756	HOG0016883	AT1G78800	AT4G01880
HOG0014756	HOG0017000	AT1G78800	AT5G49660
HOG0014756	HOG0017054	AT1G78800	AT2G03070
HOG0014756	HOG0017471	AT1G78800	AT4G39010
HOG0014756	HOG0017513	AT1G78800	AT2G36570
HOG0014756	HOG0017643	AT1G78800	AT1G17870
HOG0014756	HOG0017863	AT1G78800	AT3G20015
HOG0014756	HOG0018017	AT1G78800	AT3G47700
HOG0014756	HOG0018058	AT1G78800	AT5G16460
HOG0014756	HOG0018150	AT1G78800	AT1G64680
HOG0014756	HOG0018313	AT1G78800	AT5G13400
HOG0014756	HOG0018320	AT1G78800	AT3G56010
HOG0014756	HOG0018620	AT1G78800	AT2G42350
HOG0014756	HOG0018799	AT1G78800	AT5G54080
HOG0014756	HOG0018824	AT1G78800	AT1G32520
HOG0014756	HOG0018876	AT1G78800	AT4G10020
HOG0014756	HOG0019110	AT1G78800	AT1G04110
HOG0014756	HOG0020060	AT1G78800	AT5G17980
HOG0014756	HOG0020369	AT1G78800	AT2G17210
HOG0014756	HOG0020507	AT1G78800	AT4G23940
HOG0014757	HOG0015497	AT5G44316	AT1G73350
HOG0014757	HOG0017939	AT5G44316	AT5G08305
HOG0014757	HOG0018258	AT5G44316	AT1G77160
HOG0014758	HOG0015486	AT2G40730	AT4G36630
HOG0014758	HOG0019473	AT2G40730	AT1G55590
HOG0014759	HOG0018467	AT3G53900	AT3G43860
HOG0014763	HOG0016741	AT4G20960	AT5G53770
HOG0014763	HOG0016815	AT4G20960	AT3G08950
HOG0014763	HOG0017807	AT4G20960	AT1G74530
HOG0014763	HOG0018013	AT4G20960	AT1G24610
HOG0014763	HOG0018240	AT4G20960	AT5G17240
HOG0014763	HOG0018314	AT4G20960	AT2G22070
HOG0014763	HOG0018755	AT4G20960	AT4G12680
HOG0014763	HOG0019546	AT4G20960	AT5G11530
HOG0014763	HOG0020091	AT4G20960	AT5G60050
HOG0014764	HOG0014959	AT1G70580	AT3G50860
HOG0014764	HOG0015649	AT1G70580	AT3G46780
HOG0014764	HOG0016763	AT1G70580	AT5G45380
HOG0014764	HOG0018338	AT1G70580	AT2G26340
HOG0014764	HOG0018626	AT1G70580	AT1G80090
HOG0014765	HOG0014779	AT3G02870	AT2G20270
HOG0014765	HOG0014785	AT3G02870	AT1G14000
HOG0014765	HOG0014822	AT3G02870	AT5G50350
HOG0014765	HOG0014866	AT3G02870	AT5G06220
HOG0014765	HOG0015006	AT3G02870	AT5G58470
HOG0014765	HOG0015184	AT3G02870	AT5G51020
HOG0014765	HOG0015614	AT3G02870	AT1G16020
HOG0014765	HOG0015773	AT3G02870	AT4G34700
HOG0014765	HOG0015784	AT3G02870	AT4G00590
HOG0014765	HOG0015831	AT3G02870	AT1G27070
HOG0014765	HOG0015868	AT3G02870	AT3G44380
HOG0014765	HOG0015917	AT3G02870	AT5G16150
HOG0014765	HOG0016032	AT3G02870	AT5G12320
HOG0014765	HOG0016046	AT3G02870	AT3G04970
HOG0014765	HOG0016156	AT3G02870	AT1G15390
HOG0014765	HOG0016399	AT3G02870	AT5G20050
HOG0014765	HOG0016446	AT3G02870	AT4G36980
HOG0014765	HOG0016460	AT3G02870	AT2G31840
HOG0014765	HOG0016869	AT3G02870	AT1G02410
HOG0014765	HOG0016988	AT3G02870	AT3G29310
HOG0014765	HOG0017189	AT3G02870	AT4G10050
HOG0014765	HOG0017271	AT3G02870	AT1G27530
HOG0014765	HOG0017346	AT3G02870	AT5G53310
HOG0014765	HOG0017377	AT3G02870	AT1G75690
HOG0014765	HOG0017389	AT3G02870	AT4G38150
HOG0014765	HOG0017429	AT3G02870	AT2G37680
HOG0014765	HOG0017493	AT3G02870	AT3G47630
HOG0014765	HOG0017496	AT3G02870	AT5G63690
HOG0014765	HOG0017556	AT3G02870	AT4G00560
HOG0014765	HOG0017564	AT3G02870	AT3G54010
HOG0014765	HOG0017968	AT3G02870	AT2G21970
HOG0014765	HOG0017976	AT3G02870	AT4G01037
HOG0014765	HOG0017979	AT3G02870	AT4G20310
HOG0014765	HOG0018033	AT3G02870	AT3G26710
HOG0014765	HOG0018158	AT3G02870	AT5G15390
HOG0014765	HOG0018203	AT3G02870	AT4G32690
HOG0014765	HOG0018532	AT3G02870	AT4G36530
HOG0014765	HOG0018586	AT3G02870	AT1G30950
HOG0014765	HOG0018695	AT3G02870	AT5G42370
HOG0014765	HOG0018754	AT3G02870	AT1G71810
HOG0014765	HOG0018777	AT3G02870	AT5G35170
HOG0014765	HOG0018909	AT3G02870	AT4G38213
HOG0014766	HOG0014874	AT1G28100	AT5G41360
HOG0014766	HOG0015459	AT1G28100	AT5G21930
HOG0014766	HOG0015556	AT1G28100	AT1G76080
HOG0014766	HOG0015577	AT1G28100	AT5G37290
HOG0014766	HOG0015812	AT1G28100	AT5G27830
HOG0014766	HOG0015853	AT1G28100	AT3G04710
HOG0014766	HOG0016092	AT1G28100	AT1G52530
HOG0014766	HOG0016145	AT1G28100	AT2G41020
HOG0014766	HOG0016196	AT1G28100	AT2G04620
HOG0014766	HOG0016350	AT1G28100	AT4G18465
HOG0014766	HOG0016633	AT1G28100	AT3G06960
HOG0014766	HOG0016881	AT1G28100	AT5G60870
HOG0014766	HOG0017211	AT1G28100	AT1G09130
HOG0014766	HOG0017432	AT1G28100	AT3G06050
HOG0014766	HOG0017555	AT1G28100	AT5G52180
HOG0014766	HOG0017667	AT1G28100	AT2G33610
HOG0014766	HOG0018321	AT1G28100	AT5G04910
HOG0014766	HOG0018543	AT1G28100	AT4G28820
HOG0014766	HOG0018617	AT1G28100	AT2G40935
HOG0014766	HOG0019064	AT1G28100	AT3G25210
HOG0014766	HOG0019469	AT1G28100	AT1G23390
HOG0014766	HOG0019841	AT1G28100	AT5G02770
HOG0014766	HOG0020279	AT1G28100	AT4G38640
HOG0014766	HOG0020281	AT1G28100	AT2G44640
HOG0014766	HOG0020315	AT1G28100	AT5G01590
HOG0014768	HOG0019344	AT1G80260	AT1G31790
HOG0014769	HOG0015744	AT5G04290	AT4G15640
HOG0014769	HOG0016815	AT5G04290	AT3G08950
HOG0014769	HOG0016958	AT5G04290	AT5G39960
HOG0014773	HOG0015062	AT3G61350	AT5G65274
HOG0014773	HOG0015469	AT3G61350	AT5G26240
HOG0014773	HOG0015672	AT3G61350	AT4G33350
HOG0014773	HOG0016011	AT3G61350	AT2G27760
HOG0014773	HOG0016204	AT3G61350	AT4G16450
HOG0014773	HOG0016428	AT3G61350	AT5G06590
HOG0014773	HOG0016780	AT3G61350	AT2G41945
HOG0014773	HOG0016844	AT3G61350	AT1G14620
HOG0014773	HOG0017095	AT3G61350	AT5G64670
HOG0014773	HOG0017330	AT3G61350	AT1G54650
HOG0014773	HOG0017873	AT3G61350	AT4G23330
HOG0014773	HOG0018002	AT3G61350	AT5G42850
HOG0014773	HOG0018022	AT3G61350	AT4G27700
HOG0014773	HOG0018116	AT3G61350	AT3G27340
HOG0014773	HOG0018421	AT3G61350	AT4G19985
HOG0014773	HOG0019029	AT3G61350	AT3G49650
HOG0014777	HOG0015180	AT5G23300	AT1G50020
HOG0014777	HOG0016722	AT5G23300	AT4G25450
HOG0014777	HOG0017034	AT5G23300	AT3G26580
HOG0014777	HOG0018599	AT5G23300	AT3G14740
HOG0014778	HOG0015493	AT3G07100	AT4G23440
HOG0014778	HOG0015599	AT3G07100	AT3G04490
HOG0014778	HOG0015743	AT3G07100	AT1G03160
HOG0014778	HOG0016377	AT3G07100	AT1G64550
HOG0014778	HOG0017443	AT3G07100	AT3G10970
HOG0014778	HOG0018832	AT3G07100	AT2G15980
HOG0014778	HOG0019474	AT3G07100	AT3G50560
HOG0014779	HOG0014785	AT2G20270	AT1G14000
HOG0014779	HOG0014803	AT2G20270	AT5G22080
HOG0014779	HOG0014813	AT2G20270	AT5G20520
HOG0014779	HOG0014842	AT2G20270	AT2G43410
HOG0014779	HOG0014866	AT2G20270	AT5G06220
HOG0014779	HOG0015010	AT2G20270	AT5G59470
HOG0014779	HOG0015034	AT2G20270	AT5G11340
HOG0014779	HOG0015132	AT2G20270	AT5G64470
HOG0014779	HOG0015184	AT2G20270	AT5G51020
HOG0014779	HOG0015241	AT2G20270	AT1G68400
HOG0014779	HOG0015426	AT2G20270	AT5G04520
HOG0014779	HOG0015454	AT2G20270	AT2G40840
HOG0014779	HOG0015472	AT2G20270	AT5G66770
HOG0014779	HOG0015614	AT2G20270	AT1G16020
HOG0014779	HOG0015619	AT2G20270	AT5G55500
HOG0014779	HOG0015773	AT2G20270	AT4G34700
HOG0014779	HOG0015784	AT2G20270	AT4G00590
HOG0014779	HOG0015831	AT2G20270	AT1G27070
HOG0014779	HOG0015901	AT2G20270	AT3G08780
HOG0014779	HOG0015917	AT2G20270	AT5G16150
HOG0014779	HOG0016032	AT2G20270	AT5G12320
HOG0014779	HOG0016046	AT2G20270	AT3G04970
HOG0014779	HOG0016093	AT2G20270	AT2G32500
HOG0014779	HOG0016112	AT2G20270	AT3G13450
HOG0014779	HOG0016139	AT2G20270	AT3G48195
HOG0014779	HOG0016156	AT2G20270	AT1G15390
HOG0014779	HOG0016231	AT2G20270	AT5G57900
HOG0014779	HOG0016359	AT2G20270	AT3G52905
HOG0014779	HOG0016399	AT2G20270	AT5G20050
HOG0014779	HOG0016400	AT2G20270	AT3G18524
HOG0014779	HOG0016403	AT2G20270	AT4G09750
HOG0014779	HOG0016446	AT2G20270	AT4G36980
HOG0014779	HOG0016460	AT2G20270	AT2G31840
HOG0014779	HOG0016490	AT2G20270	AT4G26980
HOG0014779	HOG0016534	AT2G20270	AT3G10220
HOG0014779	HOG0016613	AT2G20270	AT1G09740
HOG0014779	HOG0016677	AT2G20270	AT3G60370
HOG0014779	HOG0016703	AT2G20270	AT1G11780
HOG0014779	HOG0016806	AT2G20270	AT3G46200
HOG0014779	HOG0016869	AT2G20270	AT1G02410
HOG0014779	HOG0016954	AT2G20270	AT4G29490
HOG0014779	HOG0016988	AT2G20270	AT3G29310
HOG0014779	HOG0017018	AT2G20270	AT1G26500
HOG0014779	HOG0017183	AT2G20270	AT1G18265
HOG0014779	HOG0017189	AT2G20270	AT4G10050
HOG0014779	HOG0017271	AT2G20270	AT1G27530
HOG0014779	HOG0017282	AT2G20270	AT3G27000
HOG0014779	HOG0017346	AT2G20270	AT5G53310
HOG0014779	HOG0017377	AT2G20270	AT1G75690
HOG0014779	HOG0017389	AT2G20270	AT4G38150
HOG0014779	HOG0017429	AT2G20270	AT2G37680
HOG0014779	HOG0017474	AT2G20270	AT2G10550
HOG0014779	HOG0017493	AT2G20270	AT3G47630
HOG0014779	HOG0017496	AT2G20270	AT5G63690
HOG0014779	HOG0017556	AT2G20270	AT4G00560
HOG0014779	HOG0017564	AT2G20270	AT3G54010
HOG0014779	HOG0017619	AT2G20270	AT4G33460
HOG0014779	HOG0017686	AT2G20270	AT3G15620
HOG0014779	HOG0017816	AT2G20270	AT2G40490
HOG0014779	HOG0017825	AT2G20270	AT3G16990
HOG0014779	HOG0017854	AT2G20270	AT4G29400
HOG0014779	HOG0017870	AT2G20270	AT4G17550
HOG0014779	HOG0017912	AT2G20270	AT5G18200
HOG0014779	HOG0017968	AT2G20270	AT2G21970
HOG0014779	HOG0017976	AT2G20270	AT4G01037
HOG0014779	HOG0017979	AT2G20270	AT4G20310
HOG0014779	HOG0017985	AT2G20270	AT5G62840
HOG0014779	HOG0018033	AT2G20270	AT3G26710
HOG0014779	HOG0018039	AT2G20270	AT5G59610
HOG0014779	HOG0018056	AT2G20270	AT1G44960
HOG0014779	HOG0018158	AT2G20270	AT5G15390
HOG0014779	HOG0018194	AT2G20270	AT2G28790
HOG0014779	HOG0018203	AT2G20270	AT4G32690
HOG0014779	HOG0018219	AT2G20270	AT1G33810
HOG0014779	HOG0018494	AT2G20270	AT1G35340
HOG0014779	HOG0018532	AT2G20270	AT4G36530
HOG0014779	HOG0018574	AT2G20270	AT1G62250
HOG0014779	HOG0018586	AT2G20270	AT1G30950
HOG0014779	HOG0018695	AT2G20270	AT5G42370
HOG0014779	HOG0018735	AT2G20270	AT5G47510
HOG0014779	HOG0018738	AT2G20270	AT5G46580
HOG0014779	HOG0018754	AT2G20270	AT1G71810
HOG0014779	HOG0018777	AT2G20270	AT5G35170
HOG0014779	HOG0018809	AT2G20270	AT4G01130
HOG0014779	HOG0018909	AT2G20270	AT4G38213
HOG0014782	HOG0015270	AT4G24840	AT4G33300
HOG0014783	HOG0015424	AT5G48340	AT1G31860
HOG0014785	HOG0015010	AT1G14000	AT5G59470
HOG0014785	HOG0015184	AT1G14000	AT5G51020
HOG0014785	HOG0015321	AT1G14000	AT5G14470
HOG0014785	HOG0015625	AT1G14000	AT2G21610
HOG0014785	HOG0015773	AT1G14000	AT4G34700
HOG0014785	HOG0015784	AT1G14000	AT4G00590
HOG0014785	HOG0015831	AT1G14000	AT1G27070
HOG0014785	HOG0015901	AT1G14000	AT3G08780
HOG0014785	HOG0016032	AT1G14000	AT5G12320
HOG0014785	HOG0016093	AT1G14000	AT2G32500
HOG0014785	HOG0016112	AT1G14000	AT3G13450
HOG0014785	HOG0016156	AT1G14000	AT1G15390
HOG0014785	HOG0016315	AT1G14000	AT5G15710
HOG0014785	HOG0016332	AT1G14000	AT5G43210
HOG0014785	HOG0016359	AT1G14000	AT3G52905
HOG0014785	HOG0016399	AT1G14000	AT5G20050
HOG0014785	HOG0016460	AT1G14000	AT2G31840
HOG0014785	HOG0016534	AT1G14000	AT3G10220
HOG0014785	HOG0016613	AT1G14000	AT1G09740
HOG0014785	HOG0016806	AT1G14000	AT3G46200
HOG0014785	HOG0016869	AT1G14000	AT1G02410
HOG0014785	HOG0016949	AT1G14000	AT1G17665
HOG0014785	HOG0016954	AT1G14000	AT4G29490
HOG0014785	HOG0017189	AT1G14000	AT4G10050
HOG0014785	HOG0017271	AT1G14000	AT1G27530
HOG0014785	HOG0017282	AT1G14000	AT3G27000
HOG0014785	HOG0017389	AT1G14000	AT4G38150
HOG0014785	HOG0017429	AT1G14000	AT2G37680
